id,site_key,url,dedupe_key,fetched_at,processed
13,hachikomi,https://hachikomi.genki365.net/G0000001/system/subsidy/1439.html,db9e3fc2454e2666a139870efb19c027c830eb085c03c180fca5f83a760463ea,2025-09-10,0
14,hachikomi,https://hachikomi.genki365.net/G0000001/system/subsidy/1442.html,28a98f51336ead0bf973d896ab9e65c65b8a59b0d51ab3aee27a2bf0e1bbd7b0,2025-09-10,0
15,hachikomi,https://hachikomi.genki365.net/G0000001/system/subsidy/1434.html,dcbbb414f8e7b0c7302deef5b4c602e2e9042949504fc3b76f610362d39c028b,2025-09-10,0
16,hachikomi,https://hachikomi.genki365.net/G0000001/system/subsidy/1433.html,02032ba914d2fa9aac19d406d42ef1d171305e83228a46477566286a5e9f93b9,2025-09-10,0
17,hachikomi,https://hachikomi.genki365.net/G0000001/system/subsidy/1428.html,10586737345f2478c9b0d61c889f18aa18e55ee33157668b29926318a5622e01,2025-09-10,0
18,hachikomi,https://hachikomi.genki365.net/G0000001/system/subsidy/1424.html,d3944574e356ef24f59572a61e4656f1c8131aa3a051e20cd3b4755840194dfc,2025-09-10,0
19,hachikomi,https://hachikomi.genki365.net/G0000001/system/subsidy/1416.html,68913afced2726d4362a4335fa941190c9c0a28bd30de2f186fd0c2ca2bafcc1,2025-09-10,0
20,hachikomi,https://hachikomi.genki365.net/G0000001/system/subsidy/1104.html,989c4d2ef8f91b714b7115e7c9a3359aa0cfb7c11b5f4b9369009ac1b7920e46,2025-09-10,0
21,hachikomi,https://hachikomi.genki365.net/G0000001/system/subsidy/1411.html,514d58d7e898d001b1e9b687c11921f57e08bb6ef2a628453ab38771b299fc64,2025-09-10,0
22,hachikomi,https://hachikomi.genki365.net/G0000001/system/subsidy/1325.html,d0ea2820d2711fb5afa2994b79c7d2a40a4abb0407c15167c51bbfcbd10b5598,2025-09-10,0
23,hachikomi,https://hachikomi.genki365.net/G0000001/system/subsidy/1380.html,c74a88036a1dbf62eae0d66409bba37e836b22ca3cc2af7ea3e6fb9449d77b39,2025-09-10,0
24,hachikomi,https://hachikomi.genki365.net/G0000001/system/subsidy/1330.html,909a810f6f4960f2f6fe9e4a8ebe730b1c3ad31976134ad618732cc2286430e1,2025-09-10,0
25,hachikomi,https://hachikomi.genki365.net/G0000001/system/subsidy/1339.html,1c28722802424bca54320feea177c4098d0b7b4bc1217a2d82297503edeb2080,2025-09-10,0
26,hachikomi,https://hachikomi.genki365.net/G0000001/system/subsidy/1070.html,d851c06cdfc2be8dc92bf25a59be97233ded70619b2aab8ace4e5ac04e36e23e,2025-09-10,0
27,canpan,https://fields.canpan.info/grant/detail/2336,2dce7f03c488f24be3acc6f3e33d98a95cd5ce031ab4f7597df2c2b5c0f4fc09,2025-09-10,0
28,canpan,https://fields.canpan.info/grant/detail/2335,833dd025e40bad74ac4cce8f83655821c094fd63a68a448f184391caa9469d3d,2025-09-10,0
29,canpan,https://fields.canpan.info/grant/detail/2334,030b69d4091f828e8000d6349750f784910ed87f13d27d7dd340968246c1c11e,2025-09-10,0
30,canpan,https://fields.canpan.info/grant/detail/2333,8d6edb5edeb0a22427e4d4eaf60fdcaaa50f17ee32154ad4565e7cb1e2c9146c,2025-09-10,0
31,canpan,https://fields.canpan.info/grant/detail/2332,66ef978a92768faede63e211aea0429415fe5b9fdd0560bf804bd063cb2a5843,2025-09-10,0
32,canpan,https://fields.canpan.info/grant/detail/2328,9891801bfce38ce588ccd523cfcc86f3a0c7bd424cd41cac05ab458ca42982f1,2025-09-10,0
33,canpan,https://fields.canpan.info/grant/detail/2331,8c4cd0bdf0f55145804f403a4f907706f76a8edcc3f53cc86d7a11fdcdd1d480,2025-09-10,0
34,canpan,https://fields.canpan.info/grant/detail/2330,96af00003750c37ea45ec2d5abfba921069f2e8ddf4e90ff6e7f9e18d9130d79,2025-09-10,0
35,canpan,https://fields.canpan.info/grant/detail/1836,cabbeb9837ab905975a96232c983ded8fa9f8067549543dfc8bb946f59798b3b,2025-09-10,0
36,canpan,https://fields.canpan.info/grant/detail/2329,525567e629910de437ea129ed7a662bb9af6ebf27985dfac3764fa176dab2aa5,2025-09-10,0
37,canpan,https://fields.canpan.info/grant/detail/2327,69bed398712336055152e350bdc3d3ede394c8d7499919ebbf7d73ab6c220189,2025-09-10,0
38,canpan,https://fields.canpan.info/grant/detail/2326,38a9c7f7231eb9062393f4dbd6e84b69eb670116bc71d42d4c808ab32d85e684,2025-09-10,0
39,canpan,https://fields.canpan.info/grant/detail/2325,3601debfd3539f4eb0f25165c3bd723c0e19c5fa66de4be26a4254a61e4b5ab3,2025-09-10,0
40,canpan,https://fields.canpan.info/grant/detail/1727,63306582a63db22e7ba37479b54573f2140966d53cdf99eb44158d1ec43f85a0,2025-09-10,0
41,canpan,https://fields.canpan.info/grant/detail/2324,0bbe5c1836860e19464cfbcbe92fba745e40e724775302e9a56643639a9fc1f3,2025-09-10,0
42,canpan,https://fields.canpan.info/grant/detail/2322,f8ceecbea7ea4d27f8bf16062d62fd5fe6f94c501954bf9bcff2e7c3041fd575,2025-09-10,0
43,canpan,https://fields.canpan.info/grant/detail/2323,cbd5ddfbdc05f3ba9b84a18455792981d2012200dd6f11891f30fc3f41bbce84,2025-09-10,0
44,canpan,https://fields.canpan.info/grant/detail/2321,0e28fe17a4086cdde03d3bc4172e2be64935c5d93ebaeccfdd491289a091659d,2025-09-10,0
45,canpan,https://fields.canpan.info/grant/detail/2319,ce2d7f289a7f71c12601e9e3b98d324914a323e29e0ea017df454589edd6916c,2025-09-10,0
46,canpan,https://fields.canpan.info/grant/detail/2318,c964a833d915efab036b7b449075853d1935f690df6b643a4c6d9e32b77d07a1,2025-09-10,0
47,canpan,https://fields.canpan.info/grant/detail/2316,fbab5af8bb4063cf1fc1ae17d6e1b369c568854420cd5fb7710f300392eceb61,2025-09-10,0
48,canpan,https://fields.canpan.info/grant/detail/2315,585304b006a382bb4a64fb3ddba70aee34d0045e0b6cdb05c247cb222cdd413c,2025-09-10,0
49,canpan,https://fields.canpan.info/grant/detail/2314,eae15eba450269c348546dc3cba7db69f3c4039a226ea53561a7e60e63171b48,2025-09-10,0
50,canpan,https://fields.canpan.info/grant/detail/2141,6a377f11a27e38c6c8be9cefd481ea4dd2c315004d5fdd6402b5209bdb5b44ca,2025-09-10,0
51,canpan,https://fields.canpan.info/grant/detail/2140,2c71933a895e7f566f26a324526834c603cf8fa536826e57583c7384b1873672,2025-09-10,0
52,canpan,https://fields.canpan.info/grant/detail/2312,b93db0d008019b9f71e334ec21240599d2436bc7ddcbff7ee9da8038835a13f1,2025-09-10,0
53,canpan,https://fields.canpan.info/grant/detail/2154,9fbc9fd03664812bbc804f99c4a75551f9edb5fe361ccd3e1f44c3e36773eb74,2025-09-10,0
54,canpan,https://fields.canpan.info/grant/detail/2149,e71112a157acc432f18a02647e5426f9ffbb8aa5fed1fe4aa5c47d722cd39baa,2025-09-10,0
55,canpan,https://fields.canpan.info/grant/detail/2310,2e36c5c13fc5afb1ce6faeec1dd8b73ea1986d308566545d8ef2e941f0a62475,2025-09-10,0
56,canpan,https://fields.canpan.info/grant/detail/2306,ba657a9fd541d56e6838cbbb17f6bab5e8e4b8a2a7c450d6016f3c9860476ec2,2025-09-10,0
57,canpan,https://fields.canpan.info/grant/detail/2301,2e72d74cd2870b90df2b0181738e0f5882068fefe51693b4fd194d8277da0014,2025-09-10,0
58,canpan,https://fields.canpan.info/grant/detail/2288,8fa961b850896634234c917d050330df977970494433e9fbeb34c9d3466e1326,2025-09-10,0
59,canpan,https://fields.canpan.info/grant/detail/2101,3b951740f03f531f9038e2b9234e788cd5f985337af48f160da8c6684e430aab,2025-09-10,0
60,canpan,https://fields.canpan.info/grant/detail/1820,d3b25f7ca5298742b1cdac7c34a6500bf62c13d4a0873e999fff51e0bfc022b6,2025-09-10,0
61,canpan,https://fields.canpan.info/grant/detail/2259,977d8f98687a0b07456743aec3abf27409bef55a37673935df3cafaf92270b76,2025-09-10,0
62,canpan,https://fields.canpan.info/grant/detail/2257,1f5d2498308068cef1bad0d5cdcda8e8eae183dbd5620f426152794f2da78c8a,2025-09-10,0
63,canpan,https://fields.canpan.info/grant/detail/2102,4e008375744255add3ea347bd20e45acb9fb226e9a7d587dfd4f16ce68d50d00,2025-09-10,0
64,canpan,https://fields.canpan.info/grant/detail/2238,2548a5757a9bf3de7230f9461bdf0f92d9c8ec1a189889b283fdd1ca0e1c2c9f,2025-09-10,0
65,canpan,https://fields.canpan.info/grant/detail/2155,74530995352ada609647cc414737817633ba36ba2c774a39f41e6e95e48d8a96,2025-09-10,0
66,canpan,https://fields.canpan.info/grant/detail/1949,888d897870388b103c4f5523318f04e41916ffeb44fb7b3ba57c309da08e5d11,2025-09-10,0
67,canpan,https://fields.canpan.info/grant/detail/1961,dc3dfd40f69ce28ec09b0b990a0984d0f576b800fdc27d16dfdf850f0b1f8fea,2025-09-10,0
68,canpan,https://fields.canpan.info/grant/detail/946,2e2d46d71530680b2cca364b79acadfec7c3d097ed4f302c754242f61b2240a2,2025-09-10,0
69,canpan,https://fields.canpan.info/grant/detail/1999,b3882d66b8da0887c9520bf52950089fff1bf61b643d47e0cb62205245d06e29,2025-09-10,0
70,canpan,https://fields.canpan.info/grant/detail/1987,9649fb11bdfb8cedcafd779ee9473baf30d4b82bb866b5769602fa05b59eecae,2025-09-10,0
71,canpan,https://fields.canpan.info/grant/detail/1990,5b5bdf0dd767ac4fb9a1204250fa070f4d3276f313eebe88eea2c8eae476a5cd,2025-09-10,0
72,canpan,https://fields.canpan.info/grant/detail/1607,c1365ea73944bf6cedaa84ca8928063e1210ed87b3d5746530af5832785e0f4e,2025-09-10,0
73,canpan,https://fields.canpan.info/grant/detail/1937,b0ce8a83778741af16f507ee430bf7cfaa5447011427ee23c65527d8b767e92c,2025-09-10,0
74,canpan,https://fields.canpan.info/grant/detail/1936,634dc55dc09b2b771a9b9105d1aead078a01ef1623f83d91c88a0b3838be3683,2025-09-10,0
75,canpan,https://fields.canpan.info/grant/detail/1867,0e301de6041969da40d970d2f736d1f084a985882ce6809a2564ade0544dc605,2025-09-10,0
76,canpan,https://fields.canpan.info/grant/detail/1611,57b8c6df68e0419e43af86e82f45be7db2b648bd619ea1e5193130a6a51e6f1c,2025-09-10,0
77,canpan,https://fields.canpan.info/grant/detail/1573,9bbbf746b2cf5c64de169571edb344a49d73c673bcaa98d411bca3ecd944429f,2025-09-10,0
78,canpan,https://fields.canpan.info/grant/detail/190,87787d8de5f20e9180499716dd8c1513a1181a4478bfdf4218a2086cb4057bee,2025-09-10,0
79,canpan,https://fields.canpan.info/grant/detail/528,d6a52e62c0c292737c852b32d5748cc435578d4bc44e5093f4b4a36671fdd2f9,2025-09-10,0
80,canpan,https://fields.canpan.info/grant/detail/770,b02217bbccb4490605a0bece481f581303042b5d4d1b9f6c1f952bdfed39fa41,2025-09-10,0
81,canpan,https://fields.canpan.info/grant/detail/1160,0471b8708c3b412c07e51e737e90e51cb06ec653e5a9f3b3e918fdd68e4a3d74,2025-09-10,0
82,canpan,https://fields.canpan.info/grant/detail/231,4c8f0f8753755ef865a68e34e88d1f7bca57b72abb409916e85a3380daf3e679,2025-09-10,0
83,canpan,https://fields.canpan.info/grant/detail/298,da9ebb6334eaf4fa6c236a0f23b6b28b46492f72ac560a4fee14cb439d1b06f5,2025-09-10,0
84,canpan,https://fields.canpan.info/grant/detail/184,75445014c2df9668ce829914951175483d98c7aa62c38a1fa4cb2d2ad2e169cf,2025-09-10,0
85,canpan,https://fields.canpan.info/grant/detail/436,cc2462d1ef0c84a780a2d52586814659b3d81596ea7283a6dfbc5b2ee8e9e4bb,2025-09-10,0
86,canpan,https://fields.canpan.info/grant/detail/1362,7f9eef27745ddde66b0f3f4d3de1343ee3ed7f254a453c86a197422c7d5edff4,2025-09-10,0
87,canpan,https://fields.canpan.info/grant/detail/1324,70633e9f1b39496fae6d76d47019a5957f08dbd213bd7ecb1a1557fe97426c21,2025-09-10,0
88,canpan,https://fields.canpan.info/grant/detail/1321,9e011bb9a2fc6dea04b45d829d60437f39b7000087f7887cebd4e4a5113505ea,2025-09-10,0
89,canpan,https://fields.canpan.info/grant/detail/930,66eb8534954cceb6ee7144bf086a9c3179b1a7b4ae462ffff2f0ffd2030cfe22,2025-09-10,0
90,canpan,https://fields.canpan.info/grant/detail/1282,315c2a3039238a4146141d46873ea5d26e79541715ab58ed0872b972f4c9a08c,2025-09-10,0
91,canpan,https://fields.canpan.info/grant/detail/1277,ccf2193dd8a4cc7aaf819614a831982e83d1acaee50c6f84b9f7a192c8e68593,2025-09-10,0
92,canpan,https://fields.canpan.info/grant/detail/303,acacd33f58239f9acf9696ebc00eecaeecfd7869922968f4e987f7797058d5af,2025-09-10,0
93,canpan,https://fields.canpan.info/grant/detail/312,fe6e548711876a223d7a6d2f0a4dba62c889d8cbcccc259b15d04cccea579237,2025-09-10,0
94,canpan,https://fields.canpan.info/grant/detail/792,0e889765cc575c5cf5b742d1fe035570a5314350278efa61a14bd982fe73062d,2025-09-10,0
95,canpan,https://fields.canpan.info/grant/detail/933,7755413d2726dba2fd10c5046ca3349e2317c8ed5ee3ed28628004fc7579999f,2025-09-10,0
96,canpan,https://fields.canpan.info/grant/detail/716,bb5a2ff473b54846eb01ee92a7d6a5df6762309d67bda17ce4d74e298b1da07a,2025-09-10,0
97,canpan,https://fields.canpan.info/grant/detail/698,b0b6715eb06906bdb260f5abc89c59762cfeb454be7d4fc1b75871bd7ae9dde5,2025-09-10,0
98,canpan,https://fields.canpan.info/grant/detail/539,a100afc0612b595e70ed12b34a8eef3d860da4a6c8ee8b93c37553edb458f5d9,2025-09-10,0
99,canpan,https://fields.canpan.info/grant/detail/325,58c3361230cf35a33d5ef69a5d88022e01691a6ec546ad21544f540b642c027b,2025-09-10,0
100,canpan,https://fields.canpan.info/grant/detail/774,3399af45a4d6d20d24e18726744560739585a138d90b5d15fbd4718ad41b2331,2025-09-10,0
101,canpan,https://fields.canpan.info/grant/detail/313,e2a8c2cbe74fafd80ca69e12b8e0c9d434e6307f434d546875c1eac4ed63ab48,2025-09-10,0
102,canpan,https://fields.canpan.info/grant/detail/59,ff9ecf065f05e670588852c1ceca174d0006c11b0ca60c0896d1bc4014c50f7f,2025-09-10,0
103,canpan,https://fields.canpan.info/grant/detail/609,00e413c458ab3cf5602bd94d5f99f5fdb85ee4ef338cf67824cca86e23d1d70f,2025-09-10,0
104,canpan,https://fields.canpan.info/grant/detail/409,54839e1200aa98cc87048c97015ba28ecab66f37b72eda113dcb2a3db8726b84,2025-09-10,0
105,canpan,https://fields.canpan.info/grant/detail/498,1fb3e7e2f776cb1b08fc648c6a6bcd92999c8b083be886aed58a06385f8cf8b5,2025-09-10,0
106,canpan,https://fields.canpan.info/grant/detail/431,3f25e12a262d887cbcdd392a3c2b21224266b10ab68bcd5f78b5e4a0e583c913,2025-09-10,0
107,canpan,https://fields.canpan.info/grant/detail/327,86a8acd409efc5ece432c312182f00d524f300cf5468cd7514d462213cdd3ceb,2025-09-10,0
108,canpan,https://fields.canpan.info/grant/detail/326,b72b53c93afe19bff1a9706c050eeb0072c6b92d89f70594883141b36ec0267a,2025-09-10,0
109,canpan,https://fields.canpan.info/grant/detail/324,ff1b23c9ce2bff35cae3ff2ba786b45c4cee59d68fc14ad4fc947f9561ff4c38,2025-09-10,0
